Queuing Time	Time/Label
8.34581	298228.90689
0	298331.86232
0.60495	298331.86232
0	298429.50286
2.15138	298429.50286
0	298530.32856
3.64393	298530.32856
0	298639.91903
10.855	298639.91903
0	298730.34954
6.5643	298730.34954
0	298837.16574
11.59542	298837.16574
0	298938.27897
16.71589	298938.27897
0	299028.79925
4.37406	299028.79925
0	299136.53776
16.88998	299136.53776
0	299232.51252
5.83299	299232.51252
0	299334.54466
11.33589	299334.54466
0	299431.70278
12.50415	299431.70278
0	299539.21172
10.67003	299539.21172
0	299626.50587
6.50506	299626.50587
0	299731.05815
7.83498	299731.05815
0	299832.57259
7.06176	299832.57259
0	299933.54637
8.94177	299933.54637
0	300035.37086
6.76123	300035.37086
0	300125.68945
0.08483	300125.68945
0	300226.07929
5.38872	300226.07929
0	300332.77664
9.23007	300332.77664
0	300425.1415
1.58876	300425.1415
0	300530.3332
7.40712	300530.3332
0	300635.83318
9.99304	300635.83318
0	300743.26736
20.67342	300743.26736
0	300833.51603
3.39317	300833.51603
0	300924.15538
6.7991	300924.15538
0	301029.7676
5.10936	301029.7676
0	301131.44861
4.4291	301131.44861
0	301238.71615
14.10789	301238.71615
0	301327.60259
4.62676	301327.60259
0	301428.12423
1.105	301428.12423
0	301531.40395
9.12878	301531.40395
0	301630.86396
3.95542	301630.86396
0	301732.13256
12.16632	301732.13256
0	301827.18168
1.4498	301827.18168
0	301930.8274
8.13208	301930.8274
0	302031.72479
7.46975	302031.72479
0	302134.33348
13.57739	302134.33348
0	302239.48782
16.35372	302239.48782
0	302332.08942
9.27634	302332.08942
0	302438.41834
11.83101	302438.41834
0	302531.08311
7.87455	302531.08311
0	302639.82031
16.5031	302639.82031
0	302727.45611
3.36395	302727.45611
0	302833.58987
4.53924	302833.58987
0	302941.36579
17.68205	302941.36579
0	303030.0059
8.50641	303030.0059
0	303128.28781
3.15301	303128.28781
0	303227.25883
3.74871	303227.25883
0	303330.06771
10.15737	303330.06771
0	303436.71949
11.3083	303436.71949
0	303533.34217
11.98416	303533.34217
0	303625.0689
0.9628	303625.0689
0	303726.84703
6.89944	303726.84703
0	303824.66921
6.12498	303824.66921
0	303928.49128
1.66951	303928.49128
0	304026.95375
4.68928	304026.95375
0	304130.63549
5.17305	304130.63549
0	304237.72017
13.58132	304237.72017
0	304335.83291
13.6737	304335.83291
0	304435.55334
12.5801	304435.55334
0	304522.60405
0.17783	304522.60405
0	304632.24311
9.48046	304632.24311
0	304731.8981
5.9572	304731.8981
0	304832.88853
12.86944	304832.88853
0	304936.94643
10.11012	304936.94643
0	305026.85453
1.53769	305026.85453
0	305127.23807
3.3634	305127.23807
0	305234.29847
9.785	305234.29847
0	305327.33505
7.7979	305327.33505
0	305426.25153
4.27636	305426.25153
0	305530.02725
7.58709	305530.02725
0	305629.81005
4.18345	305629.81005
0	305732.80989
6.87317	305732.80989
0	305827.8432
9.41994	305827.8432
0	305934.33509
16.45724	305934.33509
0	306016.51561
1.5689	306016.51561
0	306133.19435
6.76391	306133.19435
0	306229.72598
8.59197	306229.72598
0	306326.67116
7.27268	306326.67116
0	306432.97018
9.12517	306432.97018
0	306525.46672
7.99101	306525.46672
0	306625.89083
3.57951	306625.89083
0	306727.32461
3.44484	306727.32461
0	306830.90334
2.42614	306830.90334
0	306931.02553
6.61615	306931.02553
0	307031.59521
7.68029	307031.59521
0	307137.86364
10.93767	307137.86364
0	307233.62621
13.06852	307233.62621
0	307328.99478
13.50724	307328.99478
0	307438.57892
11.62429	307438.57892
0	307535.86273
10.29251	307535.86273
0	307629.44313
4.78738	307629.44313
0	307731.15057
7.61291	307731.15057
0	307839.59045
15.24334	307839.59045
0	307929.38175
1.60396	307929.38175
0	308034.2523
11.59598	308034.2523
0	308126.32058
3.09466	308126.32058
0	308228.92541
7.53309	308228.92541
0	308333.7152
10.42144	308333.7152
0	308429.06525
7.49641	308429.06525
0	308535.48336
12.01075	308535.48336
0	308633.69183
10.7492	308633.69183
0	308736.03742
8.56233	308736.03742
0	308836.32819
8.76932	308836.32819
0	308930.23561
4.21335	308930.23561
0	309028.84289
6.44292	309028.84289
0	309131.00673
7.42903	309131.00673
0	309233.39138
11.79211	309233.39138
0	309335.52774
4.14291	309335.52774
0	309427.66177
2.27993	309427.66177
0	309523.82781
5.84409	309523.82781
0	309632.79362
9.42954	309632.79362
0	309728.34732
6.31532	309728.34732
0	309829.96149
3.79823	309829.96149
0	309925.96215
1.66566	309925.96215
0	310035.15917
1.96003	310035.15917
0	310132.17198
10.39554	310132.17198
0	310237.4408
11.59508	310237.4408
0	310335.78659
9.5884	310335.78659
0	310435.86171
9.2883	310435.86171
0	310531.07583
5.04335	310531.07583
0	310633.27975
6.64841	310633.27975
0	310727.03862
2.80665	310727.03862
0	310836.69668
10.64977	310836.69668
0	310929.43774
7.29844	310929.43774
0	311033.45603
10.52854	311033.45603
0	311126.25579
0.3355	311126.25579
0	311230.44009
11.01725	311230.44009
0	311334.74975
11.09516	311334.74975
0	311432.42111
9.98948	311432.42111
0	311530.34058
6.46826	311530.34058
0	311630.58979
11.22319	311630.58979
0	311732.06704
7.63912	311732.06704
0	311838.09372
16.11429	311838.09372
0	311928.22082
3.48545	311928.22082
0	312024.68421
0.76202	312024.68421
0	312135.68011
14.65254	312135.68011
0	312237.22786
12.41174	312237.22786
0	312333.5442
10.20932	312333.5442
0	312436.09131
14.04432	312436.09131
0	312532.39152
13.38089	312532.39152
0	312636.72528
7.9171	312636.72528
0	312732.33117
7.86693	312732.33117
0	312831.0314
9.91388	312831.0314
0	312937.82758
12.9975	312937.82758
0	313026.2988
6.5629	313026.2988
0	313140.02869
13.91868	313140.02869
0	313234.45471
11.79156	313234.45471
0	313333.74147
6.82954	313333.74147
0	313431.74643
2.57527	313431.74643
0	313533.93146
10.05286	313533.93146
0	313634.48278
9.52639	313634.48278
0	313725.88721
8.33345	313725.88721
0	313824.69583
2.80097	313824.69583
0	313927.49351
2.79238	313927.49351
0	314032.80666
8.1109	314032.80666
0	314127.88814
7.75287	314127.88814
0	314237.35806
14.40832	314237.35806
0	314330.41809
6.86995	314330.41809
0	314434.04272
11.23367	314434.04272
0	314536.95972
10.99165	314536.95972
0	314639.23505
4.09243	314639.23505
0	314734.49289
9.2052	314734.49289
0	314836.06454
11.81368	314836.06454
0	314926.69813
4.71548	314926.69813
0	315043.69331
17.76617	315043.69331
0	315128.56468
2.14808	315128.56468
0	315225.50287
2.3694	315225.50287
0	315333.14819
8.61133	315333.14819
0	315429.13729
1.40241	315429.13729
0	315527.23434
6.72818	315527.23434
0	315636.75218
11.8961	315636.75218
0	315732.76122
12.01723	315732.76122
0	315825.75798
2.05097	315825.75798
0	315930.41692
6.51544	315930.41692
0	316027.41638
4.5747	316027.41638
0	316128.14749
6.79158	316128.14749
0	316231.88691
7.75712	316231.88691
0	316328.15717
0.11317	316328.15717
0	316432.74327
8.35143	316432.74327
0	316538.66042
15.71529	316538.66042
0	316651.17417
23.54737	316651.17417
0	316726.11174
7.1935	316726.11174
0	316832.37614
8.68005	316832.37614
0	316939.14253
9.61423	316939.14253
0	317039.82959
11.51675	317039.82959
0	317131.29649
5.87989	317131.29649
0	317229.9638
1.87978	317229.9638
0	317322.47714
4.3213	317322.47714
0	317432.66884
7.39767	317432.66884
0	317542.83573
16.15208	317542.83573
0	317630.9302
8.83564	317630.9302
0	317735.70477
5.9189	317735.70477
0	317829.23243
0.01128	317829.23243
0	317934.71961
13.23941	317934.71961
0	318030.53077
7.80297	318030.53077
0	318133.43238
11.37753	318133.43238
0	318243.17918
18.603	318243.17918
0	318334.26316
9.08403	318334.26316
0	318427.7283
5.87163	318427.7283
0	318529.52149
5.92997	318529.52149
0	318623.29334
4.33556	318623.29334
0	318732.40398
12.83399	318732.40398
0	318833.80375
14.0892	318833.80375
0	318931.14968
6.97009	318931.14968
0	319029.26644
3.33367	319029.26644
0	319126.0724
3.4719	319126.0724
0	319231.73149
9.06747	319231.73149
0	319341.39102
16.74605	319341.39102
0	319433.76161
12.16791	319433.76161
0	319528.86131
12.08181	319528.86131
0	319634.12096
13.15696	319634.12096
0	319737.63269
12.86813	319737.63269
0	319832.02779
9.5549	319832.02779
0	319935.33896
10.41115	319935.33896
0	320029.84939
9.96179	320029.84939
0	320137.32642
11.29043	320137.32642
0	320225.99611
4.93015	320225.99611
0	320327.21477
4.86151	320327.21477
0	320430.47238
6.22084	320430.47238
0	320532.76817
14.7338	320532.76817
0	320634.89147
7.19367	320634.89147
0	320727.13134
4.59663	320727.13134
0	320833.7062
7.46887	320833.7062
0	320928.05216
0.82347	320928.05216
0	321034.04481
12.22588	321034.04481
0	321134.18374
10.0397	321134.18374
0	321228.86233
7.8945	321228.86233
0	321334.47151
7.86163	321334.47151
0	321431.31277
5.81334	321431.31277
0	321538.02394
11.61456	321538.02394
0	321627.79339
3.97333	321627.79339
0	321732.90109
8.64912	321732.90109
0	321828.31173
2.25415	321828.31173
0	321938.16959
8.40689	321938.16959
0	322028.80078
3.5273	322028.80078
0	322137.3716
10.69511	322137.3716
0	322233.27215
10.21044	322233.27215
0	322337.46085
14.71649	322337.46085
0	322428.31159
7.49061	322428.31159
0	322531.24732
10.13274	322531.24732
0	322635.61149
9.74427	322635.61149
0	322738.18017
8.70416	322738.18017
0	322835.23867
15.74421	322835.23867
0	322929.45904
7.36701	322929.45904
0	323037.38481
12.46966	323037.38481
0	323130.39188
4.63253	323130.39188
0	323231.9905
3.41031	323231.9905
0	323336.93375
11.05649	323336.93375
0	323432.56951
2.20833	323432.56951
0	323533.13875
10.98231	323533.13875
0	323634.17815
7.97661	323634.17815
0	323732.35654
5.09698	323732.35654
0	323830.4172
6.80766	323830.4172
0	323941.21634
16.233	323941.21634
0	324024.27885
2.07497	324024.27885
0	324135.01058
5.51715	324135.01058
0	324222.17947
2.70074	324222.17947
0	324338.15356
12.44669	324338.15356
0	324424.25538
0.93123	324424.25538
0	324533.74574
11.88974	324533.74574
0	324643.29387
15.67831	324643.29387
0	324735.9832
9.67333	324735.9832
0	324834.77397
11.049	324834.77397
0	324931.2221
3.25986	324931.2221
0	325032.43391
9.68439	325032.43391
0	325139.05398
12.16526	325139.05398
0	325226.08047
2.95345	325226.08047
0	325339.03948
13.61888	325339.03948
0	325428.13859
9.53276	325428.13859
0	325523.56499
1.82331	325523.56499
0	325636.70287
14.67224	325636.70287
0	325739.18962
14.4908	325739.18962
0	325830.8663
8.59035	325830.8663
0	325923.0834
0.23398	325923.0834
0	326034.62173
12.16304	326034.62173
0	326130.38553
11.30589	326130.38553
0	326228.20581
4.38779	326228.20581
0	326327.00245
3.62054	326327.00245
0	326431.32469
9.56902	326431.32469
0	326529.62195
9.5308	326529.62195
0	326642.65551
17.03863	326642.65551
0	326729.59972
10.9079	326729.59972
0	326831.84714
5.65795	326831.84714
0	326924.97076
0.79252	326924.97076
0	327023.2588
0.21658	327023.2588
0	327144.4331
20.44637	327144.4331
0	327228.9063
3.34087	327228.9063
0	327329.06163
5.448	327329.06163
0	327429.83453
4.79427	327429.83453
0	327530.15502
1.24805	327530.15502
0	327632.2169
6.98073	327632.2169
0	327728.01149
2.43973	327728.01149
0	327828.34122
5.8529	327828.34122
0	327937.81876
14.20553	327937.81876
0	328029.52027
5.91635	328029.52027
0	328129.94018
10.10243	328129.94018
0	328225.63767
6.25463	328225.63767
0	328332.69293
10.13107	328332.69293
0	328433.29918
7.03916	328433.29918
0	328533.50602
8.96502	328533.50602
0	328634.04069
5.96556	328634.04069
0	328730.66704
5.91158	328730.66704
0	328829.04136
9.42442	328829.04136
0	328929.19312
4.15379	328929.19312
0	329038.61902
14.84801	329038.61902
0	329127.40508
5.92498	329127.40508
0	329232.89123
6.84334	329232.89123
0	329342.52321
17.94262	329342.52321
0	329430.09249
5.90158	329430.09249
0	329533.74376
7.55375	329533.74376
0	329630.57255
5.16267	329630.57255
0	329731.48533
7.19737	329731.48533
0	329828.30166
3.60481	329828.30166
0	329935.00779
10.89544	329935.00779
0	330026.5313
1.61685	330026.5313
0	330139.81375
14.51913	330139.81375
0	330232.46255
12.54054	330232.46255
0	330326.65138
3.30358	330326.65138
0	330432.83276
8.01136	330432.83276
0	330529.24911
8.36689	330529.24911
0	330631.82728
9.85373	330631.82728
0	330733.29668
4.21763	330733.29668
0	330835.48695
11.5889	330835.48695
0	330927.48968
3.34541	330927.48968
0	331029.42139
7.34994	331029.42139
0	331132.55278
6.23956	331132.55278
0	331233.12539
5.92654	331233.12539
0	331330.77398
1.1514	331330.77398
0	331438.33499
13.13914	331438.33499
0	331532.29436
10.71998	331532.29436
0	331640.77021
12.0009	331640.77021
0	331729.82365
7.49709	331729.82365
0	331831.14732
7.49031	331831.14732
0	331932.94626
10.63981	331932.94626
0	332031.10844
7.42399	332031.10844
