Time in simulation	Time/Label
34.74116	238834.74116
35.12461	238935.12461
33.23964	239033.23964
30.43782	239130.43782
28.79767	239228.79767
33.64743	239333.64743
32.56636	239432.56636
42.58552	239542.58552
25.32035	239625.32035
38.98537	239738.98537
37.77133	239837.77133
36.62449	239936.62449
37.06022	240037.06022
34.34606	240134.34606
32.58134	240232.58134
42.37937	240342.37937
36.57218	240436.57218
23.39371	240523.39371
37.38177	240637.38177
26.23118	240726.23118
29.57031	240829.57031
21.13544	240921.13544
43.90342	241043.90342
28.06977	241128.06977
27.41993	241227.41993
34.11274	241334.11274
34.46446	241434.46446
39.90455	241539.90455
32.14436	241632.14436
34.03183	241734.03183
36.22554	241836.22554
24.63693	241924.63693
33.58378	242033.58378
29.84765	242129.84765
30.45079	242230.45079
33.79597	242333.79597
32.85632	242432.85632
36.29798	242536.29798
32.91116	242632.91116
34.54558	242734.54558
37.55481	242837.55481
33.16458	242933.16458
31.0824	243031.0824
30.73096	243130.73096
29.30896	243229.30896
27.26307	243327.26307
34.30343	243434.30343
41.27293	243541.27293
27.70706	243627.70706
32.17442	243732.17442
30.92836	243830.92836
33.45056	243933.45056
32.58963	244032.58963
21.48112	244121.48112
28.23581	244228.23581
35.23132	244335.23132
27.54109	244427.54109
29.68094	244529.68094
23.46963	244623.46963
32.00952	244732.00952
25.13177	244825.13177
25.85515	244925.85515
30.94863	245030.94863
29.80821	245129.80821
36.6832	245236.6832
31.37127	245331.37127
27.46949	245427.46949
22.38018	245522.38018
32.30008	245632.30008
37.91966	245737.91966
33.52781	245833.52781
36.4859	245936.4859
36.54342	246036.54342
34.73033	246134.73033
27.66384	246227.66384
41.81191	246341.81191
39.57691	246439.57691
34.86532	246534.86532
31.37697	246631.37697
27.76833	246727.76833
30.80337	246830.80337
28.9233	246928.9233
31.52313	247031.52313
32.81128	247132.81128
28.12453	247228.12453
31.69896	247331.69896
31.69427	247431.69427
36.28753	247536.28753
30.57908	247630.57908
33.02351	247733.02351
24.02488	247824.02488
32.92333	247932.92333
36.25847	248036.25847
37.14421	248137.14421
25.0968	248225.0968
33.82846	248333.82846
33.51579	248433.51579
29.25664	248529.25664
26.67203	248626.67203
31.16092	248731.16092
35.97965	248835.97965
28.76087	248928.76087
36.59046	249036.59046
24.44191	249124.44191
31.52799	249231.52799
28.10876	249328.10876
31.49288	249431.49288
47.87026	249547.87026
32.1097	249632.1097
30.3841	249730.3841
32.70225	249832.70225
27.47295	249927.47295
31.41862	250031.41862
26.59239	250126.59239
31.52672	250231.52672
30.37992	250330.37992
31.44328	250431.44328
33.58871	250533.58871
34.59009	250634.59009
31.07725	250731.07725
35.85449	250835.85449
30.73185	250930.73185
31.30126	251031.30126
34.93091	251134.93091
37.01706	251237.01706
24.32844	251324.32844
31.60981	251431.60981
39.10758	251539.10758
30.3306	251630.3306
35.77987	251735.77987
29.36701	251829.36701
23.9534	251923.9534
27.62125	252027.62125
27.1836	252127.1836
35.22253	252235.22253
30.31329	252330.31329
39.27042	252439.27042
31.70908	252531.70908
31.39161	252631.39161
34.38878	252734.38878
33.28729	252833.28729
30.26882	252930.26882
34.57533	253034.57533
38.59679	253138.59679
27.34244	253227.34244
29.36037	253329.36037
33.79269	253433.79269
29.64233	253529.64233
26.67365	253626.67365
27.66885	253727.66885
39.52534	253839.52534
34.33674	253934.33674
35.48646	254035.48646
29.33554	254129.33554
30.85173	254230.85173
36.45351	254336.45351
34.64993	254434.64993
37.56681	254537.56681
31.05225	254631.05225
27.27919	254727.27919
26.0916	254826.0916
27.06255	254927.06255
28.75631	255028.75631
32.32283	255132.32283
41.9945	255241.9945
38.30997	255338.30997
25.78789	255425.78789
25.6399	255525.6399
34.12311	255634.12311
26.67286	255726.67286
39.06615	255839.06615
40.66265	255940.66265
39.79916	256039.79916
39.77059	256139.77059
45.91281	256245.91281
34.77092	256334.77092
22.92146	256422.92146
31.76692	256531.76692
31.88162	256631.88162
36.69871	256736.69871
37.43044	256837.43044
32.95152	256932.95152
39.70488	257039.70488
28.48885	257128.48885
38.77688	257238.77688
34.00173	257334.00173
29.9308	257429.9308
38.42389	257538.42389
43.86262	257643.86262
24.67346	257724.67346
36.20359	257836.20359
38.35777	257938.35777
28.628	258028.628
37.75757	258137.75757
35.12547	258235.12547
33.18889	258333.18889
29.88537	258429.88537
40.34382	258540.34382
32.17736	258632.17736
31.97674	258731.97674
33.47807	258833.47807
31.10698	258931.10698
31.03773	259031.03773
35.86449	259135.86449
29.13954	259229.13954
30.05074	259330.05074
30.07575	259430.07575
41.2386	259541.2386
34.39405	259634.39405
40.80658	259740.80658
28.66021	259828.66021
29.50862	259929.50862
25.44064	260025.44064
28.1721	260128.1721
31.05291	260231.05291
36.23859	260336.23859
28.38013	260428.38013
37.80586	260537.80586
32.1014	260632.1014
30.39197	260730.39197
33.12031	260833.12031
27.0756	260927.0756
36.46263	261036.46263
23.39982	261123.39982
30.85872	261230.85872
28.66088	261328.66088
36.89017	261436.89017
29.77823	261529.77823
29.07636	261629.07636
24.19511	261724.19511
26.05456	261826.05456
32.24677	261932.24677
38.11712	262038.11712
28.9335	262128.9335
33.12871	262233.12871
34.1119	262334.1119
26.99668	262426.99668
27.61029	262527.61029
34.5168	262634.5168
29.33109	262729.33109
35.00256	262835.00256
37.17678	262937.17678
32.03471	263032.03471
41.3784	263141.3784
24.80742	263224.80742
30.19395	263330.19395
35.76577	263435.76577
29.54568	263529.54568
39.53321	263639.53321
34.09297	263734.09297
39.34776	263839.34776
36.35147	263936.35147
35.0668	264035.0668
33.14221	264133.14221
29.78679	264229.78679
29.18489	264329.18489
31.43454	264431.43454
33.94008	264533.94008
30.33045	264630.33045
30.36488	264730.36488
30.12417	264830.12417
27.48955	264927.48955
27.49762	265027.49762
38.78305	265138.78305
34.27959	265234.27959
27.03156	265327.03156
37.11702	265437.11702
37.47523	265537.47523
32.85954	265632.85954
33.75805	265733.75805
22.53486	265822.53486
36.18707	265936.18707
31.04832	266031.04832
26.27785	266126.27785
31.74237	266231.74237
28.29429	266328.29429
29.5021	266429.5021
33.90127	266533.90127
38.33837	266638.33837
41.22758	266741.22758
29.83528	266829.83528
42.59844	266942.59844
25.71453	267025.71453
30.83354	267130.83354
29.10402	267229.10402
38.48639	267338.48639
31.67211	267431.67211
27.20426	267527.20426
27.61119	267627.61119
34.67222	267734.67222
30.30785	267830.30785
26.61035	267926.61035
29.42722	268029.42722
35.64621	268135.64621
24.80671	268224.80671
27.83653	268327.83653
28.60841	268428.60841
31.16377	268531.16377
27.53301	268627.53301
39.50825	268739.50825
28.71849	268828.71849
33.1413	268933.1413
30.72705	269030.72705
27.63662	269127.63662
35.07644	269235.07644
29.63761	269329.63761
33.10319	269433.10319
44.81135	269544.81135
34.11149	269634.11149
31.87609	269731.87609
30.89566	269830.89566
38.3534	269938.3534
34.48135	270034.48135
30.06845	270130.06845
30.19089	270230.19089
35.72425	270335.72425
26.18023	270426.18023
32.47472	270532.47472
29.23189	270629.23189
32.25385	270732.25385
30.16459	270830.16459
32.52721	270932.52721
30.87093	271030.87093
25.99931	271125.99931
32.66305	271232.66305
29.5596	271329.5596
29.89282	271429.89282
31.22486	271531.22486
34.72686	271634.72686
37.52893	271737.52893
34.63515	271834.63515
26.33857	271926.33857
31.25048	272031.25048
27.85972	272127.85972
27.44371	272227.44371
36.82725	272336.82725
40.25985	272440.25985
29.13587	272529.13587
34.10965	272634.10965
30.36881	272730.36881
39.82648	272839.82648
37.99272	272937.99272
30.80365	273030.80365
34.5273	273134.5273
20.69706	273220.69706
24.94249	273324.94249
30.49613	273430.49613
32.48844	273532.48844
27.09514	273627.09514
26.34135	273726.34135
23.43379	273823.43379
23.69127	273923.69127
43.58366	274043.58366
29.2094	274129.2094
40.1692	274240.1692
28.81866	274328.81866
24.04764	274424.04764
34.59974	274534.59974
32.02883	274632.02883
27.79747	274727.79747
25.01971	274825.01971
25.81765	274925.81765
24.59342	275024.59342
28.9351	275128.9351
38.65287	275238.65287
38.11853	275338.11853
32.14838	275432.14838
34.08769	275534.08769
29.24916	275629.24916
31.08041	275731.08041
26.8727	275826.8727
29.35094	275929.35094
38.36205	276038.36205
31.62031	276131.62031
28.85567	276228.85567
38.98438	276338.98438
33.35546	276433.35546
29.52652	276529.52652
36.1188	276636.1188
27.69889	276727.69889
26.74814	276826.74814
25.77998	276925.77998
34.24536	277034.24536
33.79034	277133.79034
31.1778	277231.1778
31.86467	277331.86467
37.95331	277437.95331
26.45681	277526.45681
34.05458	277634.05458
38.40682	277738.40682
36.96096	277836.96096
33.56418	277933.56418
33.97442	278033.97442
26.29203	278126.29203
34.13215	278234.13215
30.25348	278330.25348
34.91167	278434.91167
29.30683	278529.30683
40.03067	278640.03067
33.58037	278733.58037
35.89081	278835.89081
34.89378	278934.89378
27.01531	279027.01531
29.91626	279129.91626
29.24539	279229.24539
33.38642	279333.38642
27.01662	279427.01662
37.05324	279537.05324
28.88657	279628.88657
28.70959	279728.70959
34.0183	279834.0183
31.98269	279931.98269
25.89254	280025.89254
36.01656	280136.01656
30.96974	280230.96974
29.9856	280329.9856
37.40614	280437.40614
33.45282	280533.45282
35.77954	280635.77954
34.76546	280734.76546
26.90204	280826.90204
37.56119	280937.56119
25.64758	281025.64758
31.812	281131.812
27.9917	281227.9917
26.77499	281326.77499
35.22886	281435.22886
34.20709	281534.20709
32.41453	281632.41453
35.98469	281735.98469
28.87804	281828.87804
33.48426	281933.48426
37.32895	282037.32895
30.82904	282130.82904
34.00625	282234.00625
33.28234	282333.28234
28.24136	282428.24136
35.26898	282535.26898
38.23509	282638.23509
28.20066	282728.20066
34.36421	282834.36421
32.72074	282932.72074
33.93122	283033.93122
35.05797	283135.05797
26.98409	283226.98409
29.43984	283329.43984
33.86366	283433.86366
42.44783	283542.44783
34.34322	283634.34322
36.17365	283736.17365
32.25492	283832.25492
31.32834	283931.32834
28.13675	284028.13675
35.30432	284135.30432
38.2684	284238.2684
31.61805	284331.61805
27.66979	284427.66979
36.70612	284536.70612
42.47048	284642.47048
29.94379	284729.94379
29.26522	284829.26522
45.62906	284945.62906
30.11149	285030.11149
31.61877	285131.61877
29.97954	285229.97954
28.45758	285328.45758
35.99674	285435.99674
30.25442	285530.25442
36.09574	285636.09574
36.00125	285736.00125
33.9623	285833.9623
37.80487	285937.80487
40.58919	286040.58919
33.50829	286133.50829
33.59266	286233.59266
31.50294	286331.50294
32.18666	286432.18666
37.51895	286537.51895
33.42263	286633.42263
28.00049	286728.00049
36.87214	286836.87214
29.51655	286929.51655
37.42875	287037.42875
33.2607	287133.2607
29.08992	287229.08992
35.96401	287335.96401
39.42964	287439.42964
33.02909	287533.02909
30.93787	287630.93787
35.94659	287735.94659
23.21406	287823.21406
35.31597	287935.31597
20.85067	288020.85067
41.68592	288141.68592
31.0768	288231.0768
32.30164	288332.30164
32.06071	288432.06071
32.34436	288532.34436
28.06929	288628.06929
26.43529	288726.43529
31.57006	288831.57006
27.58936	288927.58936
41.91465	289041.91465
33.73642	289133.73642
28.75918	289228.75918
36.06993	289336.06993
36.93432	289436.93432
32.57528	289532.57528
33.95106	289633.95106
31.79235	289731.79235
40.08434	289840.08434
26.5654	289926.5654
34.9672	290034.9672
31.63201	290131.63201
28.27045	290228.27045
27.63887	290327.63887
38.61359	290438.61359
31.95757	290531.95757
41.08926	290641.08926
37.77439	290737.77439
34.1042	290834.1042
24.28361	290924.28361
43.80004	291043.80004
31.69551	291131.69551
31.24375	291231.24375
35.76016	291335.76016
31.84621	291431.84621
32.80571	291532.80571
38.87349	291638.87349
24.80466	291724.80466
37.33887	291837.33887
29.85562	291929.85562
30.26832	292030.26832
39.60754	292139.60754
36.39083	292236.39083
36.06906	292336.06906
31.54704	292431.54704
35.20914	292535.20914
36.25152	292636.25152
20.70597	292720.70597
24.42192	292824.42192
35.45229	292935.45229
32.15012	293032.15012
35.33904	293135.33904
38.48205	293238.48205
28.66969	293328.66969
30.89077	293430.89077
26.85163	293526.85163
35.66194	293635.66194
39.28002	293739.28002
25.30652	293825.30652
31.08405	293931.08405
29.69384	294029.69384
29.89159	294129.89159
26.44469	294226.44469
31.10841	294331.10841
31.02799	294431.02799
33.53725	294533.53725
28.5471	294628.5471
27.34739	294727.34739
34.81215	294834.81215
23.14167	294923.14167
32.41595	295032.41595
31.90737	295131.90737
25.95957	295225.95957
27.72202	295327.72202
34.84668	295434.84668
47.00443	295547.00443
26.01618	295626.01618
28.53384	295728.53384
38.25447	295838.25447
26.13041	295926.13041
27.78657	296027.78657
38.61898	296138.61898
26.43994	296226.43994
33.40807	296333.40807
27.18569	296427.18569
32.11847	296532.11847
26.56028	296626.56028
31.72905	296731.72905
33.9765	296833.9765
34.13096	296934.13096
30.67754	297030.67754
26.68224	297126.68224
34.89338	297234.89338
37.27359	297337.27359
31.5463	297431.5463
28.12343	297528.12343
33.37714	297633.37714
28.4009	297728.4009
34.08101	297834.08101
32.94012	297932.94012
26.00152	298026.00152
31.48043	298131.48043
28.90689	298228.90689
31.86232	298331.86232
29.50286	298429.50286
30.32856	298530.32856
39.91903	298639.91903
30.34954	298730.34954
37.16574	298837.16574
38.27897	298938.27897
28.79925	299028.79925
36.53776	299136.53776
32.51252	299232.51252
34.54466	299334.54466
31.70278	299431.70278
39.21172	299539.21172
26.50587	299626.50587
31.05815	299731.05815
32.57259	299832.57259
33.54637	299933.54637
35.37086	300035.37086
25.68945	300125.68945
26.07929	300226.07929
32.77664	300332.77664
25.1415	300425.1415
30.3332	300530.3332
35.83318	300635.83318
43.26736	300743.26736
33.51603	300833.51603
24.15538	300924.15538
29.7676	301029.7676
31.44861	301131.44861
38.71615	301238.71615
27.60259	301327.60259
28.12423	301428.12423
31.40395	301531.40395
30.86396	301630.86396
32.13256	301732.13256
27.18168	301827.18168
30.8274	301930.8274
31.72479	302031.72479
34.33348	302134.33348
39.48782	302239.48782
32.08942	302332.08942
38.41834	302438.41834
31.08311	302531.08311
39.82031	302639.82031
27.45611	302727.45611
33.58987	302833.58987
41.36579	302941.36579
30.0059	303030.0059
28.28781	303128.28781
27.25883	303227.25883
30.06771	303330.06771
36.71949	303436.71949
33.34217	303533.34217
25.0689	303625.0689
26.84703	303726.84703
24.66921	303824.66921
28.49128	303928.49128
26.95375	304026.95375
30.63549	304130.63549
37.72017	304237.72017
35.83291	304335.83291
35.55334	304435.55334
22.60405	304522.60405
32.24311	304632.24311
31.8981	304731.8981
32.88853	304832.88853
36.94643	304936.94643
26.85453	305026.85453
27.23807	305127.23807
34.29847	305234.29847
27.33505	305327.33505
26.25153	305426.25153
30.02725	305530.02725
29.81005	305629.81005
32.80989	305732.80989
27.8432	305827.8432
34.33509	305934.33509
16.51561	306016.51561
33.19435	306133.19435
29.72598	306229.72598
26.67116	306326.67116
32.97018	306432.97018
25.46672	306525.46672
25.89083	306625.89083
27.32461	306727.32461
30.90334	306830.90334
31.02553	306931.02553
31.59521	307031.59521
37.86364	307137.86364
33.62621	307233.62621
28.99478	307328.99478
38.57892	307438.57892
35.86273	307535.86273
29.44313	307629.44313
31.15057	307731.15057
39.59045	307839.59045
29.38175	307929.38175
34.2523	308034.2523
26.32058	308126.32058
28.92541	308228.92541
33.7152	308333.7152
29.06525	308429.06525
35.48336	308535.48336
33.69183	308633.69183
36.03742	308736.03742
36.32819	308836.32819
30.23561	308930.23561
28.84289	309028.84289
31.00673	309131.00673
33.39138	309233.39138
35.52774	309335.52774
27.66177	309427.66177
23.82781	309523.82781
32.79362	309632.79362
28.34732	309728.34732
29.96149	309829.96149
25.96215	309925.96215
35.15917	310035.15917
32.17198	310132.17198
37.4408	310237.4408
35.78659	310335.78659
35.86171	310435.86171
31.07583	310531.07583
33.27975	310633.27975
27.03862	310727.03862
36.69668	310836.69668
29.43774	310929.43774
33.45603	311033.45603
26.25579	311126.25579
30.44009	311230.44009
34.74975	311334.74975
32.42111	311432.42111
30.34058	311530.34058
30.58979	311630.58979
32.06704	311732.06704
38.09372	311838.09372
28.22082	311928.22082
24.68421	312024.68421
35.68011	312135.68011
37.22786	312237.22786
33.5442	312333.5442
36.09131	312436.09131
32.39152	312532.39152
36.72528	312636.72528
32.33117	312732.33117
31.0314	312831.0314
37.82758	312937.82758
26.2988	313026.2988
40.02869	313140.02869
34.45471	313234.45471
33.74147	313333.74147
31.74643	313431.74643
33.93146	313533.93146
34.48278	313634.48278
25.88721	313725.88721
24.69583	313824.69583
27.49351	313927.49351
32.80666	314032.80666
27.88814	314127.88814
37.35806	314237.35806
30.41809	314330.41809
34.04272	314434.04272
36.95972	314536.95972
39.23505	314639.23505
34.49289	314734.49289
36.06454	314836.06454
26.69813	314926.69813
43.69331	315043.69331
28.56468	315128.56468
25.50287	315225.50287
33.14819	315333.14819
29.13729	315429.13729
27.23434	315527.23434
36.75218	315636.75218
32.76122	315732.76122
25.75798	315825.75798
30.41692	315930.41692
27.41638	316027.41638
28.14749	316128.14749
31.88691	316231.88691
28.15717	316328.15717
32.74327	316432.74327
38.66042	316538.66042
51.17417	316651.17417
26.11174	316726.11174
32.37614	316832.37614
39.14253	316939.14253
39.82959	317039.82959
31.29649	317131.29649
29.9638	317229.9638
22.47714	317322.47714
32.66884	317432.66884
42.83573	317542.83573
30.9302	317630.9302
35.70477	317735.70477
29.23243	317829.23243
34.71961	317934.71961
30.53077	318030.53077
33.43238	318133.43238
43.17918	318243.17918
34.26316	318334.26316
27.7283	318427.7283
29.52149	318529.52149
23.29334	318623.29334
32.40398	318732.40398
33.80375	318833.80375
31.14968	318931.14968
29.26644	319029.26644
26.0724	319126.0724
31.73149	319231.73149
41.39102	319341.39102
33.76161	319433.76161
28.86131	319528.86131
34.12096	319634.12096
37.63269	319737.63269
32.02779	319832.02779
35.33896	319935.33896
29.84939	320029.84939
37.32642	320137.32642
25.99611	320225.99611
27.21477	320327.21477
30.47238	320430.47238
32.76817	320532.76817
34.89147	320634.89147
27.13134	320727.13134
33.7062	320833.7062
28.05216	320928.05216
34.04481	321034.04481
34.18374	321134.18374
28.86233	321228.86233
34.47151	321334.47151
31.31277	321431.31277
38.02394	321538.02394
27.79339	321627.79339
32.90109	321732.90109
28.31173	321828.31173
38.16959	321938.16959
28.80078	322028.80078
37.3716	322137.3716
33.27215	322233.27215
37.46085	322337.46085
28.31159	322428.31159
31.24732	322531.24732
35.61149	322635.61149
38.18017	322738.18017
35.23867	322835.23867
29.45904	322929.45904
37.38481	323037.38481
30.39188	323130.39188
31.9905	323231.9905
36.93375	323336.93375
32.56951	323432.56951
33.13875	323533.13875
34.17815	323634.17815
32.35654	323732.35654
30.4172	323830.4172
41.21634	323941.21634
24.27885	324024.27885
35.01058	324135.01058
22.17947	324222.17947
38.15356	324338.15356
24.25538	324424.25538
33.74574	324533.74574
43.29387	324643.29387
35.9832	324735.9832
34.77397	324834.77397
31.2221	324931.2221
32.43391	325032.43391
39.05398	325139.05398
26.08047	325226.08047
39.03948	325339.03948
28.13859	325428.13859
23.56499	325523.56499
36.70287	325636.70287
39.18962	325739.18962
30.8663	325830.8663
23.0834	325923.0834
34.62173	326034.62173
30.38553	326130.38553
28.20581	326228.20581
27.00245	326327.00245
31.32469	326431.32469
29.62195	326529.62195
42.65551	326642.65551
29.59972	326729.59972
31.84714	326831.84714
24.97076	326924.97076
23.2588	327023.2588
44.4331	327144.4331
28.9063	327228.9063
29.06163	327329.06163
29.83453	327429.83453
30.15502	327530.15502
32.2169	327632.2169
28.01149	327728.01149
28.34122	327828.34122
37.81876	327937.81876
29.52027	328029.52027
29.94018	328129.94018
25.63767	328225.63767
32.69293	328332.69293
33.29918	328433.29918
33.50602	328533.50602
34.04069	328634.04069
30.66704	328730.66704
29.04136	328829.04136
29.19312	328929.19312
38.61902	329038.61902
27.40508	329127.40508
32.89123	329232.89123
42.52321	329342.52321
30.09249	329430.09249
33.74376	329533.74376
30.57255	329630.57255
31.48533	329731.48533
28.30166	329828.30166
35.00779	329935.00779
26.5313	330026.5313
39.81375	330139.81375
32.46255	330232.46255
26.65138	330326.65138
32.83276	330432.83276
29.24911	330529.24911
31.82728	330631.82728
33.29668	330733.29668
35.48695	330835.48695
27.48968	330927.48968
29.42139	331029.42139
32.55278	331132.55278
33.12539	331233.12539
30.77398	331330.77398
38.33499	331438.33499
32.29436	331532.29436
40.77021	331640.77021
29.82365	331729.82365
31.14732	331831.14732
32.94626	331932.94626
31.10844	332031.10844
24.87178	332124.87178
27.97793	332227.97793
31.4795	332331.4795
34.49262	332434.49262
37.62844	332537.62844
35.50225	332635.50225
38.34581	332738.34581
35.56286	332835.56286
31.34102	332931.34102
39.75046	333039.75046
38.2043	333138.2043
33.57729	333233.57729
34.40418	333334.40418
41.46005	333441.46005
29.56736	333529.56736
26.11567	333626.11567
38.43109	333738.43109
39.8174	333839.8174
26.82322	333926.82322
32.64995	334032.64995
23.85154	334123.85154
32.9259	334232.9259
26.09869	334326.09869
33.84955	334433.84955
36.73932	334536.73932
35.72615	334635.72615
29.61347	334729.61347
32.78686	334832.78686
33.22545	334933.22545
34.89713	335034.89713
36.16782	335136.16782
31.35251	335231.35251
35.4489	335335.4489
33.85321	335433.85321
27.30379	335527.30379
41.77444	335641.77444
31.55174	335731.55174
34.66171	335834.66171
36.89899	335936.89899
25.35326	336025.35326
43.61284	336143.61284
41.54366	336241.54366
38.56919	336338.56919
35.95295	336435.95295
41.83128	336541.83128
35.14199	336635.14199
25.48124	336725.48124
37.2679	336837.2679
28.88889	336928.88889
35.48391	337035.48391
25.37375	337125.37375
37.1126	337237.1126
33.67007	337333.67007
29.65293	337429.65293
33.48102	337533.48102
29.00562	337629.00562
28.29182	337728.29182
38.11898	337838.11898
33.62386	337933.62386
32.77898	338032.77898
32.8555	338132.8555
31.89224	338231.89224
30.73143	338330.73143
33.17501	338433.17501
25.95447	338525.95447
25.9362	338625.9362
40.31641	338740.31641
29.11346	338829.11346
33.32624	338933.32624
30.21492	339030.21492
31.54228	339131.54228
33.90876	339233.90876
31.16028	339331.16028
38.71919	339438.71919
29.50678	339529.50678
28.68132	339628.68132
29.64189	339729.64189
34.71873	339834.71873
31.12958	339931.12958
38.09234	340038.09234
40.12637	340140.12637
37.3647	340237.3647
29.77125	340329.77125
37.15157	340437.15157
32.28899	340532.28899
37.66006	340637.66006
34.12937	340734.12937
29.18982	340829.18982
25.19304	340925.19304
30.6095	341030.6095
36.844	341136.844
28.86099	341228.86099
33.53045	341333.53045
39.25577	341439.25577
38.31207	341538.31207
30.69907	341630.69907
32.50772	341732.50772
28.69514	341828.69514
38.11257	341938.11257
31.57937	342031.57937
39.79645	342139.79645
40.07711	342240.07711
34.86209	342334.86209
29.28818	342429.28818
32.39434	342532.39434
28.07034	342628.07034
32.83931	342732.83931
39.04378	342839.04378
31.60919	342931.60919
35.20129	343035.20129
23.87323	343123.87323
36.1639	343236.1639
34.37281	343334.37281
27.45306	343427.45306
44.4149	343544.4149
30.33044	343630.33044
32.22015	343732.22015
33.33445	343833.33445
33.98862	343933.98862
34.86962	344034.86962
33.66777	344133.66777
28.8645	344228.8645
37.35297	344337.35297
30.10546	344430.10546
27.81045	344527.81045
33.29743	344633.29743
27.60653	344727.60653
27.45162	344827.45162
32.30121	344932.30121
31.90546	345031.90546
32.38036	345132.38036
33.98113	345233.98113
33.59853	345333.59853
31.19532	345431.19532
31.68191	345531.68191
34.21297	345634.21297
27.84911	345727.84911
40.58237	345840.58237
28.52271	345928.52271
33.64656	346033.64656
40.54717	346140.54717
30.30406	346230.30406
39.0678	346339.0678
37.40388	346437.40388
38.42635	346538.42635
30.94175	346630.94175
35.99091	346735.99091
37.61284	346837.61284
32.66567	346932.66567
23.87277	347023.87277
32.0905	347132.0905
31.07264	347231.07264
28.49037	347328.49037
34.98302	347434.98302
33.77404	347533.77404
41.60789	347641.60789
28.84618	347728.84618
29.92198	347829.92198
30.79313	347930.79313
29.42777	348029.42777
31.81874	348131.81874
35.11865	348235.11865
33.41197	348333.41197
40.81604	348440.81604
26.95601	348526.95601
28.47092	348628.47092
27.10864	348727.10864
37.9101	348837.9101
25.5417	348925.5417
27.30271	349027.30271
33.34723	349133.34723
27.96701	349227.96701
39.00195	349339.00195
30.25795	349430.25795
30.5905	349530.5905
38.19581	349638.19581
26.75573	349726.75573
32.87483	349832.87483
27.79083	349927.79083
28.53888	350028.53888
33.50435	350133.50435
29.99546	350229.99546
40.64914	350340.64914
23.28491	350423.28491
37.33932	350537.33932
31.34284	350631.34284
32.90346	350732.90346
35.26863	350835.26863
32.53625	350932.53625
28.87562	351028.87562
33.38121	351133.38121
37.13114	351237.13114
39.90265	351339.90265
31.22557	351431.22557
25.85242	351525.85242
37.57191	351637.57191
40.73005	351740.73005
24.87321	351824.87321
31.5977	351931.5977
27.72155	352027.72155
28.93927	352128.93927
28.40308	352228.40308
31.72885	352331.72885
27.53897	352427.53897
32.73527	352532.73527
25.86795	352625.86795
29.86876	352729.86876
31.78801	352831.78801
36.09514	352936.09514
38.06576	353038.06576
30.26115	353130.26115
28.76041	353228.76041
33.56261	353333.56261
29.76113	353429.76113
29.05438	353529.05438
24.34644	353624.34644
31.03779	353731.03779
41.53013	353841.53013
45.35717	353945.35717
34.53882	354034.53882
25.63056	354125.63056
29.01894	354229.01894
32.46193	354332.46193
26.45976	354426.45976
39.99224	354539.99224
38.42884	354638.42884
33.51736	354733.51736
36.41607	354836.41607
33.48243	354933.48243
35.41837	355035.41837
34.52182	355134.52182
29.55502	355229.55502
26.43642	355326.43642
34.23025	355434.23025
30.34598	355530.34598
32.93648	355632.93648
30.25353	355730.25353
37.80939	355837.80939
27.61157	355927.61157
32.23006	356032.23006
31.09199	356131.09199
29.29256	356229.29256
25.10943	356325.10943
28.59538	356428.59538
38.67846	356538.67846
34.61747	356634.61747
29.88595	356729.88595
32.77739	356832.77739
43.43207	356943.43207
27.63708	357027.63708
31.75748	357131.75748
28.84071	357228.84071
32.10909	357332.10909
30.83323	357430.83323
33.94272	357533.94272
24.3539	357624.3539
30.51157	357730.51157
35.98685	357835.98685
26.42836	357926.42836
24.31797	358024.31797
27.29065	358127.29065
36.73958	358236.73958
27.10521	358327.10521
34.23537	358434.23537
39.19806	358539.19806
34.16076	358634.16076
34.84895	358734.84895
32.79882	358832.79882
25.92656	358925.92656
29.6605	359029.6605
32.5948	359132.5948
25.19656	359225.19656
33.57753	359333.57753
34.01446	359434.01446
25.53982	359525.53982
35.76416	359635.76416
35.86413	359735.86413
26.57916	359826.57916
35.98376	359935.98376
34.14603	360034.14603
34.37812	360134.37812
27.14226	360227.14226
38.27061	360338.27061
27.40187	360427.40187
34.03517	360534.03517
28.47856	360628.47856
30.12529	360730.12529
34.36218	360834.36218
27.63809	360927.63809
29.23241	361029.23241
29.99203	361129.99203
25.52712	361225.52712
40.47084	361340.47084
30.37956	361430.37956
28.03413	361528.03413
30.08308	361630.08308
29.08757	361729.08757
29.78092	361829.78092
39.03092	361939.03092
27.36435	362027.36435
34.68718	362134.68718
33.75618	362233.75618
33.33579	362333.33579
26.25903	362426.25903
30.58754	362530.58754
32.8026	362632.8026
27.39586	362727.39586
36.69614	362836.69614
30.14328	362930.14328
32.41697	363032.41697
32.54564	363132.54564
32.28341	363232.28341
23.94289	363323.94289
33.79646	363433.79646
28.19189	363528.19189
32.35563	363632.35563
24.05352	363724.05352
41.66008	363841.66008
27.35154	363927.35154
35.13057	364035.13057
34.92719	364134.92719
28.63877	364228.63877
32.51349	364332.51349
28.36669	364428.36669
26.76004	364526.76004
27.37698	364627.37698
38.6267	364738.6267
30.29771	364830.29771
39.7146	364939.7146
28.04236	365028.04236
28.0929	365128.0929
30.87777	365230.87777
33.63604	365333.63604
36.59734	365436.59734
27.14979	365527.14979
35.95073	365635.95073
29.55672	365729.55672
37.16502	365837.16502
22.3204	365922.3204
